source,target,source_id_lab,target_id_lab,weight,weight_recs,weight_tfidf
16,23,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:-cells-ins-,1,1,6.4198E-05
16,24,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:activated-cd4-t,1,1,6.4198E-05
16,25,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:activated-cd8-t,1,1,0.000834574
16,26,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:activated-t,1,1,0.012390212
16,27,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:adult-glia,1,1,0.004493859
16,28,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:angiogenic-pericyte,1,1,0.00032099
16,29,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:arterial-capillary,1,1,0.006933383
16,30,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:best2-goblet-cell,1,1,0.000385188
16,31,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:best4-epithelial,1,1,0.008217343
16,32,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-a1-imn-,1,1,0.000192594
16,33,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-a2-ipan-in-,1,1,0.001219762
16,34,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-a3-ipan-in-,1,1,0.000385188
16,35,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-a4-in-,1,1,0.000770376
16,36,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-b1-emn-,1,1,0.008795125
16,37,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-b2-emn-,1,1,0.000128396
16,38,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:branch-b3-ipan-,1,1,0.000513584
16,39,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cd8-tmem,1,1,0.000577782
16,40,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cdc1,1,1,0.000128396
16,41,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cdc2,1,1,0.000192594
16,42,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:clc-mast-cell,1,1,0.000192594
16,43,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cldn10-cells,1,1,0.00032099
16,44,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:clp,1,1,0.000770376
16,45,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:colonocyte,1,1,6.4198E-05
16,46,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:contractile-pericyte-pln-,1,1,0.006227205
16,48,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cycling-b-cell,1,1,0.003017306
16,49,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cycling-ec,1,1,0.002311128
16,50,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cycling-encc-glia,1,1,0.000192594
16,51,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cycling-neuroblast,1,1,0.000128396
16,52,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:cycling-plasma-cell,1,1,0.008281541
16,54,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:d-cells-sst-,1,1,0.004493859
16,55,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:differentiating-glia,1,1,6.4198E-05
16,56,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:distal-progenitor,1,1,0.000449386
16,57,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:dz-gc-cell,1,1,0.000770376
16,58,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:ec-cells-npw-,1,1,0.000256792
16,59,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:ec-cells-tac1-,1,1,0.001861742
16,60,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:eecs,1,1,0.024138444
16,61,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:encc-glia-progenitor,1,1,6.4198E-05
16,62,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:enterocyte,1,1,0.261829209
16,63,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:fcrl4-memory-b,1,1,0.000513584
16,64,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:fdc,1,1,0.00032099
16,65,FMA:14926 Superior part of Duodenum,ASCTB-TEMP:fetal-arterial-ec,1,1,0.000192594
