source,target,distance
VH_F_minor_calyx_L_h,VH_F_minor_calyx_L_j,-1
VH_F_major_calyx_L_c,VH_F_major_calyx_L_d,-1
VH_F_minor_calyx_L_a,VH_F_minor_calyx_L_b,-1
VH_F_minor_calyx_L_a,VH_F_minor_calyx_L_c,-1
VH_F_minor_calyx_L_b,VH_F_minor_calyx_L_c,-1
VH_F_major_calyx_L_c,VH_F_minor_calyx_L_f,-1
VH_F_major_calyx_L_c,VH_F_minor_calyx_L_g,-1
VH_F_major_calyx_L_c,VH_F_renal_pelvis_L,-1
VH_F_major_calyx_L_a,VH_F_renal_pelvis_L,-1
VH_F_major_calyx_L_b,VH_F_renal_pelvis_L,-1
VH_F_minor_calyx_L_b,VH_F_minor_calyx_L_d,-1
VH_F_left_ureter,VH_F_renal_pelvis_L,-1
VH_F_major_calyx_L_a,VH_F_minor_calyx_L_c,-1
VH_F_major_calyx_L_a,VH_F_minor_calyx_L_b,-1
VH_F_major_calyx_L_d,VH_F_minor_calyx_L_i,-1
VH_F_minor_calyx_L_c,VH_F_minor_calyx_L_d,-1
VH_F_minor_calyx_L_i,VH_F_minor_calyx_L_j,-1
VH_F_major_calyx_L_a,VH_F_minor_calyx_L_a,-1
VH_F_major_calyx_L_b,VH_F_minor_calyx_L_e,-1
VH_F_major_calyx_L_a,VH_F_minor_calyx_L_d,-1
VH_F_major_calyx_L_d,VH_F_renal_pelvis_L,-1
VH_F_major_calyx_L_d,VH_F_minor_calyx_L_j,-1
VH_F_major_calyx_L_d,VH_F_minor_calyx_L_h,-1
VH_F_major_calyx_L_b,VH_F_major_calyx_L_c,-1
VH_F_minor_calyx_L_f,VH_F_minor_calyx_L_g,-1
