source,target,distance
VH_F_aortic_arch,VH_F_descending_aorta_a,-1
VH_F_ascending_aorta,VH_F_pulmonary_artery_R,-1
VH_F_brachiocephalic_artery_a,VH_F_brachiocephalic_artery_b,-1
VH_F_inferior_vena_cava_b,VH_F_right_common_iliac_vein,-1
VH_F_inferior_rectal_vein_L,VH_F_internal_pudendal_vein_L,-1
VH_F_cystic_artery,VH_F_right_hepatic_artery,-1
VH_F_internal_iliac_vein_L,VH_F_middle_rectal_vein_L,-1
VH_F_inferior_vena_cava_b,VH_F_left_renal_vein,-1
VH_F_left_common_carotid_artery_a,VH_F_left_common_carotid_artery_b,-1
VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_b,-1
VH_F_internal_iliac_vein_R,VH_F_internal_pudendal_vein_R,-1
VH_F_splenic_vein,VH_F_superior_mesenteric_artery,-1
VH_F_descending_aorta_b,VH_F_superior_mesenteric_artery,-1
VH_F_inferior_vena_cava_a,VH_F_right_hepatic_vein,-1
VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_b,-1
VH_F_pulmonary_artery_R,VH_F_superior_vena_cava,-1
VH_F_central_retinal_vein_R,VH_F_superior_ophthalmic_vein_R,-1
VH_F_inferior_mesenteric_vein,VH_F_left_colic_vein,-1
VH_F_ophthalmic_vein_L,VH_F_superior_ophthalmic_vein_L,-1
VH_F_left_hepatic_vein,VH_F_middle_hepatic_vein,-1
VH_F_descending_aorta_a,VH_F_descending_aorta_b,-1
VH_F_right_coronary_artery,VH_F_right_marginal_artery,-1
VH_F_inferior_vena_cava_a,VH_F_inferior_vena_cava_b,-1
VH_F_internal_iliac_vein_R,VH_F_middle_rectal_vein_R,-1
VH_F_right_branch_of_portal_vein,VH_F_right_hepatic_artery,-1
VH_F_left_circumflex_artery,VH_F_left_coronary_artery,-1
VH_F_ophthalmic_vein_R,VH_F_superior_ophthalmic_vein_R,-1
VH_F_central_retinal_vein_L,VH_F_opthalmic_artery_L,-1
VH_F_left_circumflex_artery,VH_F_left_marginal_branch,-1
VH_F_anterior_segmental_right_hepatic_artery,VH_F_posterior_segmental_right_hepatic_artery,-1
VH_F_coronary_sinus,VH_F_small_cardiac_vein,-1
VH_F_internal_iliac_vein_R,VH_F_right_common_iliac_vein,-1
VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1
VH_F_diagonal_branch_of_left_anterior_descending_artery,VH_F_left_anterior_descending_artery,-1
VH_F_central_retinal_artery_R,VH_F_opthalmic_artery_R,-1
VH_F_left_anterior_descending_artery,VH_F_left_coronary_artery,-1
VH_F_hepatic_portal_vein,VH_F_proper_hepatic_artery,-1
VH_F_coronary_sinus,VH_F_middle_cardiac_vein,-1
VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1
VH_F_common_hepatic_artery,VH_F_proper_hepatic_artery,-1
VH_F_inferior_vena_cava_b,VH_F_right_renal_vein,-1
VH_F_aortic_arch,VH_F_ascending_aorta,-1
VH_F_inferior_pancreaticoduodenal_vein,VH_F_middle_colic_vein,-1
VH_F_celiac_trunk,VH_F_common_hepatic_artery,-1
VH_F_left_hepatic_artery,VH_F_proper_hepatic_artery,-1
VH_F_hepatic_portal_vein,VH_F_superior_mesenteric_vein,-1
VH_F_great_cardiac_vein,VH_F_left_anterior_descending_artery,-1
VH_F_inferior_pancreaticoduodenal_vein,VH_F_superior_mesenteric_vein,-1
VH_F_inferior_rectal_vein_R,VH_F_internal_pudendal_vein_R,-1
VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_a,-1
VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1
VH_F_coronary_sinus,VH_F_great_cardiac_vein,-1
VH_F_coronary_sinus,VH_F_oblique_vein_of_left_atrium,-1
VH_F_hepatic_portal_vein,VH_F_left_branch_of_portal_vein,-1
VH_F_inferior_vena_cava_b,VH_F_left_common_iliac_vein,-1
VH_F_descending_aorta_b,VH_F_left_renal_vein,-1
VH_F_coronary_sinus,VH_F_left_circumflex_artery,-1
VH_F_aortic_arch,VH_F_left_common_carotid_artery_a,-1
VH_F_inferior_vena_cava_b,VH_F_median_sacral_vein,-1
VH_F_aortic_arch,VH_F_brachiocephalic_artery_a,-1
VH_F_left_hepatic_artery,VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery,-1
VH_F_middle_colic_artery,VH_F_superior_mesenteric_artery,-1
VH_F_pulmonary_artery_R,VH_F_pulmonary_trunk,-1
VH_F_central_retinal_artery_R,VH_F_long_posterior_ciliary_artery_R,-1
VH_F_hepatic_portal_vein,VH_F_right_hepatic_artery,-1
VH_F_cystic_vein,VH_F_right_branch_of_portal_vein,-1
VH_F_left_subclavian_artery_a,VH_F_left_subclavian_artery_b,-1
VH_F_celiac_trunk,VH_F_descending_aorta_b,-1
VH_F_central_retinal_vein_R,VH_F_opthalmic_artery_R,-1
VH_F_splenic_artery,VH_F_splenic_vein,-1
VH_F_superior_rectal_artery,VH_F_superior_rectal_vein,-1
VH_F_left_branch_of_portal_vein,VH_F_proper_hepatic_artery,-1
VH_F_marginal_artery_of_Drummond,VH_F_middle_colic_artery,-1
VH_F_coronary_sinus,VH_F_right_coronary_artery,-1
VH_F_ileocolic_vein,VH_F_superior_mesenteric_vein,-1
VH_F_posterior_vein_of_left_ventricle,VH_F_right_coronary_artery,-1
VH_F_splenic_vein,VH_F_superior_mesenteric_vein,-1
VH_F_left_colic_artery,VH_F_left_colic_vein,-1
VH_F_right_uterine_artery,VH_F_right_uterine_vein,-1
VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_middle_cardiac_vein,-1
VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_right_coronary_artery,-1
VH_F_aortic_arch,VH_F_left_subclavian_artery_a,-1
VH_F_cystic_artery,VH_F_cystic_vein,-1
VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_c,-1
VH_F_inferior_mesenteric_artery,VH_F_superior_rectal_artery,-1
VH_F_central_retinal_artery_L,VH_F_central_retinal_vein_L,-1
VH_F_descending_aorta_b,VH_F_left_renal_artery,-1
VH_F_coronary_sinus,VH_F_left_marginal_vein,-1
VH_F_anterior_cardiac_vein,VH_F_right_coronary_artery,-1
VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_c,-1
VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1
VH_F_middle_colic_vein,VH_F_superior_mesenteric_vein,-1
VH_F_left_common_iliac_vein,VH_F_median_sacral_vein,-1
VH_F_inferior_vena_cava_a,VH_F_middle_hepatic_vein,-1
VH_F_central_retinal_vein_R,VH_F_long_posterior_ciliary_artery_R,-1
VH_F_posterior_left_ventricular_branch,VH_F_right_coronary_artery,-1
VH_F_internal_iliac_vein_L,VH_F_left_common_iliac_vein,-1
VH_F_central_retinal_vein_L,VH_F_superior_ophthalmic_vein_L,-1
VH_F_pulmonary_artery_L,VH_F_pulmonary_trunk,-1
VH_F_hepatic_portal_vein,VH_F_right_branch_of_portal_vein,-1
VH_F_central_retinal_artery_R,VH_F_central_retinal_vein_R,-1
VH_F_great_cardiac_vein,VH_F_left_circumflex_artery,-1
VH_F_internal_iliac_vein_L,VH_F_internal_pudendal_vein_L,-1
VH_F_left_branch_of_portal_vein,VH_F_right_branch_of_portal_vein,-1
VH_F_inferior_mesenteric_vein,VH_F_splenic_vein,-1
VH_F_left_renal_vein,VH_F_splenic_vein,-1
VH_F_central_retinal_artery_L,VH_F_long_posterior_ciliary_artery_L,-1
VH_F_coronary_sinus,VH_F_posterior_vein_of_left_ventricle,-1
VH_F_inferior_mesenteric_vein,VH_F_left_colic_artery,-1
VH_F_ileocolic_artery,VH_F_superior_mesenteric_artery,-1
VH_F_right_colic_artery,VH_F_superior_mesenteric_artery,-1
VH_F_left_branch_of_portal_vein,VH_F_left_hepatic_artery,-1
VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_a,-1
VH_F_proper_hepatic_artery,VH_F_right_hepatic_artery,-1
VH_F_inferior_mesenteric_artery,VH_F_left_colic_artery,-1
VH_F_hepatic_portal_vein,VH_F_splenic_vein,-1
VH_F_right_colic_vein,VH_F_superior_mesenteric_vein,-1
VH_F_inferior_mesenteric_vein,VH_F_superior_rectal_vein,-1
