source,target,distance
VH_M_left_branch_of_portal_vein,VH_M_left_hepatic_artery,-1
VH_M_descending_aorta_a,VH_M_descending_aorta_b,-1
VH_M_ileocolic_artery,VH_M_right_colic_artery,-1
VH_M_right_colic_artery,VH_M_superior_mesenteric_artery,-1
VH_M_left_branch_of_portal_vein,VH_M_portal_vein,-1
VH_M_descending_aorta_b,VH_M_inferior_vena_cava_b,-1
VH_M_pulmonary_artery_L,VH_M_pulmonary_vein_L_sup,-1
VH_M_inferior_pancreaticoduodenal_vein,VH_M_superior_mesenteric_vein,-1
VH_M_inferior_mesenteric_vein,VH_M_sigmoid_vein,-1
VH_M_central_retinal_vein_L,VH_M_opthalmic_artery_L,-1
VH_M_hepatic_portal_vein,VH_M_left_hepatic_artery,-1
VH_M_hepatic_portal_vein,VH_M_portal_vein,-1
VH_M_central_retinal_vein_R,VH_M_superior_ophthalmic_vein_R,-1
VH_M_right_colic_vein,VH_M_superior_mesenteric_vein,-1
VH_M_coronary_sinus,VH_M_small_cardiac_vein,-1
VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_a,-1
VH_M_portal_vein,VH_M_proper_hepatic_artery,-1
VH_M_diagonal_branch_of_left_anterior_descending_artery,VH_M_left_coronary_artery,-1
VH_M_cystic_vein,VH_M_right_branch_of_portal_vein,-1
VH_M_portal_vein,VH_M_superior_mesenteric_vein,-1
VH_M_inferior_mesenteric_vein,VH_M_sigmoid_artery_c,-1
VH_M_aortic_arch,VH_M_brachiocephalic_artery_a,-1
VH_M_inferior_mesenteric_vein,VH_M_splenic_vein,-1
VH_M_left_anterior_descending_artery,VH_M_left_coronary_artery,-1
VH_M_left_subclavian_artery_a,VH_M_left_subclavian_artery_b,-1
VH_M_common_iliac_vein_L,VH_M_sigmoid_artery_a,-1
VH_M_ileocolic_artery,VH_M_superior_mesenteric_artery,-1
VH_M_hepatic_portal_vein,VH_M_right_hepatic_artery,-1
VH_M_celiac_trunk,VH_M_splenic_artery,-1
VH_M_central_retinal_vein_R,VH_M_opthalmic_artery_R,-1
VH_M_common_iliac_vein_L,VH_M_inferior_vena_cava_b,-1
VH_M_proper_hepatic_artery,VH_M_right_hepatic_artery,-1
VH_M_ileocolic_vein,VH_M_right_colic_vein,-1
VH_M_right_coronary_artery,VH_M_right_posterior_descending_artery,-1
VH_M_inferior_vena_cava_a,VH_M_inferior_vena_cava_b,-1
VH_M_ascending_aorta,VH_M_pulmonary_artery_R,-1
VH_M_superior_mesenteric_artery,VH_M_superior_mesenteric_vein,-1
VH_M_internal_iliac_vein_L,VH_M_internal_pudendal_vein_L,-1
VH_M_aortic_arch,VH_M_pulmonary_artery_R,-1
VH_M_sigmoid_artery_b,VH_M_sigmoid_artery_c,-1
VH_M_ophthalmic_vein_R,VH_M_superior_ophthalmic_vein_R,-1
VH_M_common_iliac_vein_R,VH_M_inferior_vena_cava_b,-1
VH_M_middle_colic_artery,VH_M_right_colic_artery,-1
VH_M_descending_aorta_b,VH_M_left_renal_artery,-1
VH_M_right_coronary_artery,VH_M_right_marginal_artery,-1
VH_M_internal_iliac_vein_R,VH_M_middle_rectal_vein_R,-1
VH_M_central_retinal_artery_R,VH_M_central_retinal_vein_R,-1
VH_M_cystic_vein,VH_M_portal_vein,-1
VH_M_descending_aorta_b,VH_M_inferior_mesenteric_artery,-1
VH_M_hepatic_portal_vein,VH_M_proper_hepatic_artery,-1
VH_M_inferior_rectal_vein_L,VH_M_internal_pudendal_vein_L,-1
VH_M_hepatic_portal_vein,VH_M_superior_mesenteric_vein,-1
VH_M_portal_vein,VH_M_splenic_vein,-1
VH_M_hepatic_portal_vein,VH_M_left_branch_of_portal_vein,-1
VH_M_common_iliac_vein_R,VH_M_internal_iliac_vein_R,-1
VH_M_ophthalmic_vein_L,VH_M_superior_ophthalmic_vein_L,-1
VH_M_aortic_arch,VH_M_ascending_aorta,-1
VH_M_anterior_segmental_right_hepatic_artery,VH_M_posterior_segmental_right_hepatic_artery,-1
VH_M_aortic_arch,VH_M_left_common_carotid_artery_a,-1
VH_M_middle_colic_artery,VH_M_superior_mesenteric_artery,-1
VH_M_inferior_mesenteric_vein,VH_M_left_colic_vein,-1
VH_M_coronary_sinus,VH_M_diagonal_branch_of_left_anterior_descending_artery,-1
VH_M_left_colic_artery,VH_M_marginal_artery_of_Drummond,-1
VH_M_ileocolic_vein,VH_M_superior_mesenteric_vein,-1
VH_M_left_hepatic_artery,VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,-1
VH_M_common_hepatic_artery,VH_M_proper_hepatic_artery,-1
VH_M_common_hepatic_artery,VH_M_portal_vein,-1
VH_M_internal_iliac_vein_R,VH_M_internal_pudendal_vein_R,-1
VH_M_right_colic_artery,VH_M_right_colic_vein,-1
VH_M_central_retinal_artery_R,VH_M_long_posterior_ciliary_artery_R,-1
VH_M_coronary_sinus,VH_M_middle_cardiac_vein,-1
VH_M_diagonal_branch_of_left_anterior_descending_artery,VH_M_left_marginal_branch,-1
VH_M_marginal_artery_of_Drummond,VH_M_sigmoid_artery_c,-1
VH_M_posterior_segmental_right_hepatic_artery,VH_M_right_branch_of_portal_vein,-1
VH_M_brachiocephalic_artery_a,VH_M_brachiocephalic_artery_b,-1
VH_M_inferior_mesenteric_vein,VH_M_superior_rectal_vein,-1
VH_M_celiac_trunk,VH_M_common_hepatic_artery,-1
VH_M_inferior_mesenteric_artery,VH_M_left_colic_artery,-1
VH_M_coronary_sinus,VH_M_posterior_vein_of_left_ventricle,-1
VH_M_ascending_aorta,VH_M_pulmonary_trunk,-1
VH_M_common_iliac_vein_L,VH_M_superior_rectal_vein,-1
VH_M_hepatic_portal_vein,VH_M_splenic_vein,-1
VH_M_common_hepatic_artery,VH_M_hepatic_portal_vein,-1
VH_M_portal_vein,VH_M_right_branch_of_portal_vein,-1
VH_M_coronary_sinus,VH_M_great_cardiac_vein,-1
VH_M_pulmonary_artery_L,VH_M_pulmonary_trunk,-1
VH_M_inferior_vena_cava_a,VH_M_right_hepatic_vein,-1
VH_M_inferior_vena_cava_b,VH_M_renal_vein_R,-1
VH_M_inferior_rectal_vein_R,VH_M_internal_pudendal_vein_R,-1
VH_M_right_coronary_artery,VH_M_small_cardiac_vein,-1
VH_M_central_retinal_artery_L,VH_M_central_retinal_vein_L,-1
VH_M_inferior_vena_cava_a,VH_M_middle_hepatic_vein,-1
VH_M_common_iliac_vein_L,VH_M_median_sacral_vein,-1
VH_M_descending_aorta_b,VH_M_right_renal_artery,-1
VH_M_aortic_arch,VH_M_descending_aorta_a,-1
VH_M_external_iliac_vein_L,VH_M_sigmoid_vein,-1
VH_M_great_cardiac_vein,VH_M_left_anterior_descending_artery,-1
VH_M_common_iliac_vein_L,VH_M_internal_iliac_vein_L,-1
VH_M_left_common_carotid_artery_a,VH_M_left_common_carotid_artery_b,-1
VH_M_pulmonary_artery_R,VH_M_pulmonary_trunk,-1
VH_M_left_hepatic_artery,VH_M_proper_hepatic_artery,-1
VH_M_descending_aorta_b,VH_M_renal_vein_L,-1
VH_M_common_iliac_vein_L,VH_M_external_iliac_vein_L,-1
VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,VH_M_great_cardiac_vein,-1
VH_M_descending_aorta_b,VH_M_superior_mesenteric_artery,-1
VH_M_coronary_sinus,VH_M_right_coronary_artery,-1
VH_M_left_branch_of_portal_vein,VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,-1
VH_M_right_colic_artery,VH_M_superior_mesenteric_vein,-1
VH_M_aortic_arch,VH_M_left_subclavian_artery_a,-1
VH_M_left_hepatic_artery,VH_M_right_hepatic_artery,-1
VH_M_common_iliac_vein_R,VH_M_external_iliac_vein_R,-1
VH_M_anterior_segmental_right_hepatic_artery,VH_M_right_hepatic_artery,-1
VH_M_cystic_artery,VH_M_right_hepatic_artery,-1
VH_M_splenic_vein,VH_M_superior_mesenteric_vein,-1
VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,VH_M_left_anterior_descending_artery,-1
VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_b,-1
VH_M_inferior_vena_cava_b,VH_M_renal_vein_L,-1
VH_M_left_colic_vein,VH_M_marginal_artery_of_Drummond,-1
